age,job,marital,education_qual,call_type,day,mon,dur,num_calls,prev_outcome,y
25,student,single,secondary,cellular,15,may,264.0,1,failure,no
31,,single,,cellular,15,may,,1,failure,no
42,entrepreneur,married,secondary,telephone,15,may,87.0,4,unknown,no
26,,single,,cellular,15,may,401.0,1,unknown,no
51,technician,married,,cellular,15,may,301.0,1,unknown,no
26,,single,,cellular,15,may,17.0,3,other,no
58,blue-collar,married,primary,cellular,15,may,184.0,4,unknown,no
30,,married,secondary,cellular,15,may,42.0,2,failure,no
36,blue-collar,single,secondary,cellular,15,may,200.0,5,unknown,no
49,blue-collar,married,,cellular,15,may,167.0,2,failure,no
37,admin.,single,secondary,cellular,15,may,58.0,3,unknown,no
38,blue-collar,divorced,secondary,cellular,15,may,,4,unknown,no
39,technician,single,secondary,cellular,15,,237.0,2,unknown,no
31,management,married,tertiary,cellular,15,may,98.0,2,failure,no
40,services,married,secondary,cellular,15,may,173.0,4,unknown,no
46,services,married,unknown,cellular,15,,,3,unknown,no
31,management,single,tertiary,cellular,15,may,858.0,3,unknown,yes
29,blue-collar,married,secondary,cellular,15,may,132.0,2,failure,no
57,management,married,secondary,cellular,15,,114.0,2,unknown,no
33,technician,single,secondary,cellular,15,may,173.0,2,unknown,no
56,retired,divorced,tertiary,cellular,15,,406.0,4,failure,no
42,admin.,divorced,secondary,cellular,15,may,1012.0,3,unknown,yes
31,,single,tertiary,cellular,15,may,13.0,11,unknown,no
30,,single,secondary,cellular,15,may,73.0,2,,no
35,admin.,divorced,secondary,cellular,15,may,160.0,2,unknown,no
34,,divorced,primary,cellular,15,may,372.0,2,,no
34,,divorced,primary,cellular,15,may,206.0,5,,no
34,management,single,tertiary,cellular,15,,137.0,2,failure,no
51,blue-collar,married,primary,cellular,15,may,611.0,2,unknown,yes
49,blue-collar,married,secondary,cellular,15,may,219.0,6,,no
45,unemployed,married,secondary,cellular,15,,320.0,3,failure,no
59,self-employed,married,primary,cellular,15,,57.0,2,failure,no
52,blue-collar,divorced,,cellular,15,may,223.0,2,failure,no
32,,divorced,secondary,cellular,15,may,,2,unknown,no
29,student,single,secondary,cellular,15,may,109.0,2,success,no
40,blue-collar,married,secondary,cellular,15,may,175.0,4,unknown,no
31,technician,married,secondary,cellular,15,may,264.0,2,,no
33,technician,divorced,secondary,cellular,15,may,,3,,no
28,management,single,tertiary,cellular,15,may,885.0,3,other,yes
32,management,married,,cellular,15,,,5,,yes
26,,single,secondary,cellular,15,,44.0,2,unknown,no
49,,married,secondary,cellular,15,may,64.0,6,unknown,no
29,blue-collar,married,secondary,cellular,15,,50.0,5,,no
27,self-employed,single,tertiary,cellular,15,,76.0,2,unknown,no
38,technician,married,,cellular,15,may,10.0,2,other,no
43,,married,,cellular,15,,270.0,3,,no
28,,married,,telephone,15,may,31.0,9,other,no
28,,single,,cellular,15,,296.0,2,other,no
36,,married,tertiary,cellular,15,may,239.0,2,unknown,no
57,,married,secondary,telephone,15,may,,7,,no
36,admin.,single,,cellular,15,may,1357.0,4,failure,yes
30,admin.,married,primary,cellular,15,may,212.0,2,failure,no
27,management,single,tertiary,cellular,15,may,99.0,3,other,no
38,services,single,,cellular,15,may,150.0,3,,no
30,management,single,tertiary,cellular,15,may,582.0,2,unknown,no
36,,married,secondary,cellular,15,,,5,,yes
30,technician,single,secondary,cellular,15,may,199.0,2,failure,no
55,services,married,,cellular,15,may,140.0,9,,no
33,management,married,,cellular,15,may,102.0,3,failure,no
40,,single,,cellular,15,may,,3,,no
24,blue-collar,divorced,,cellular,15,may,61.0,3,unknown,no
44,services,divorced,,cellular,15,may,152.0,5,unknown,no
33,,married,secondary,cellular,15,may,245.0,9,failure,no
38,,single,tertiary,cellular,15,may,406.0,4,other,yes
26,services,single,secondary,cellular,15,,23.0,8,unknown,no
33,,married,secondary,cellular,15,may,297.0,3,unknown,no
44,blue-collar,divorced,primary,cellular,15,may,197.0,3,failure,no
32,blue-collar,divorced,secondary,cellular,15,may,63.0,8,other,no
26,,single,secondary,cellular,15,may,103.0,5,unknown,no
40,management,married,,cellular,15,may,,2,,no
34,management,single,tertiary,cellular,15,,,3,other,no
25,,single,secondary,cellular,15,,,1,unknown,no
27,blue-collar,married,secondary,cellular,15,may,255.0,2,unknown,no
45,services,married,secondary,cellular,15,may,8.0,2,failure,no
37,admin.,married,,cellular,15,may,,15,unknown,no
44,services,single,secondary,cellular,15,may,550.0,2,failure,no
41,,single,,cellular,15,may,77.0,2,failure,no
34,technician,married,,cellular,15,,314.0,2,other,no
33,management,married,tertiary,cellular,15,,536.0,2,unknown,no
25,services,married,secondary,cellular,15,,,2,unknown,no
30,technician,married,secondary,cellular,15,may,124.0,2,failure,no
39,technician,single,,cellular,15,may,12.0,10,,no
31,,single,tertiary,cellular,15,may,134.0,5,unknown,no
34,technician,married,secondary,cellular,15,may,,7,other,no
54,,divorced,,cellular,15,,895.0,5,failure,no
38,,married,tertiary,cellular,15,may,17.0,8,unknown,no
34,unemployed,married,secondary,cellular,15,may,212.0,3,other,no
56,technician,single,secondary,cellular,15,may,43.0,8,failure,no
40,,married,secondary,cellular,15,may,364.0,2,unknown,no
39,,single,secondary,cellular,15,may,14.0,3,unknown,no
28,services,single,secondary,cellular,15,may,,3,failure,no
28,,single,secondary,cellular,15,may,22.0,4,unknown,no
58,blue-collar,married,secondary,cellular,15,may,122.0,8,unknown,no
35,entrepreneur,married,secondary,cellular,15,may,,3,unknown,no
36,student,single,secondary,telephone,15,may,134.0,9,unknown,no
40,blue-collar,divorced,,cellular,15,may,21.0,2,unknown,no
30,blue-collar,married,,cellular,15,may,144.0,5,unknown,no
43,,divorced,,telephone,15,may,16.0,3,,no
40,,married,secondary,cellular,15,may,13.0,8,other,no
60,blue-collar,married,primary,cellular,15,may,781.0,4,failure,no
41,blue-collar,single,,cellular,15,may,128.0,3,unknown,no
39,services,married,secondary,cellular,15,may,411.0,6,other,no
31,,divorced,,cellular,15,may,,3,unknown,no
32,blue-collar,married,,cellular,15,,391.0,2,unknown,no
48,blue-collar,married,secondary,telephone,15,may,195.0,4,unknown,no
48,blue-collar,married,primary,telephone,15,,74.0,5,other,no
36,blue-collar,married,primary,cellular,15,may,232.0,2,other,no
30,,divorced,secondary,cellular,15,,,2,failure,no
31,blue-collar,married,secondary,telephone,15,,350.0,8,,no
27,management,married,tertiary,cellular,15,may,,3,unknown,no
43,,single,secondary,cellular,15,may,12.0,5,unknown,no
28,blue-collar,single,secondary,cellular,15,may,,3,failure,no
49,blue-collar,married,secondary,cellular,15,may,349.0,2,unknown,no
34,admin.,divorced,,cellular,15,may,259.0,3,unknown,no
30,management,single,tertiary,cellular,15,may,153.0,2,unknown,no
32,,single,secondary,cellular,15,may,,2,unknown,no
29,,single,secondary,cellular,15,may,233.0,4,unknown,no
38,admin.,married,,cellular,15,may,298.0,2,,no
44,,single,tertiary,cellular,15,may,,10,,no
38,management,married,tertiary,cellular,15,may,,3,unknown,no
47,blue-collar,married,primary,telephone,15,may,49.0,3,unknown,no
36,services,married,,cellular,15,may,113.0,6,unknown,no
36,services,single,,cellular,15,may,,4,unknown,yes
27,blue-collar,single,primary,cellular,15,may,,2,,no
24,,single,secondary,cellular,15,may,80.0,3,failure,no
35,blue-collar,divorced,secondary,cellular,15,may,,3,failure,no
36,admin.,single,secondary,cellular,15,may,,4,,no
45,,married,,cellular,15,may,20.0,5,unknown,no
45,blue-collar,single,,cellular,15,,16.0,5,failure,no
32,,married,,cellular,15,may,,3,failure,no
29,entrepreneur,married,secondary,cellular,15,may,69.0,3,failure,no
40,,married,primary,cellular,15,may,880.0,4,unknown,yes
27,technician,married,secondary,cellular,15,,600.0,2,unknown,no
31,technician,married,tertiary,cellular,15,may,218.0,4,,no
45,self-employed,single,secondary,cellular,15,may,,6,unknown,no
31,admin.,single,secondary,cellular,15,may,,2,unknown,no
33,management,married,,cellular,15,may,333.0,2,,no
25,,single,secondary,cellular,15,,102.0,2,failure,no
32,management,single,,cellular,15,may,64.0,3,failure,no
41,,married,,cellular,15,may,101.0,4,,no
37,blue-collar,married,primary,cellular,15,may,800.0,5,unknown,no
29,blue-collar,single,secondary,cellular,15,may,19.0,2,unknown,no
57,,married,,cellular,15,may,,3,unknown,no
54,management,married,tertiary,telephone,15,may,65.0,5,unknown,no
34,management,single,tertiary,cellular,15,may,14.0,2,,no
29,blue-collar,single,secondary,cellular,15,may,,2,,no
45,admin.,married,secondary,cellular,15,may,262.0,2,failure,no
33,admin.,single,secondary,cellular,15,,,2,failure,yes
39,management,single,tertiary,telephone,15,,75.0,10,failure,no
32,blue-collar,single,,cellular,15,may,51.0,4,unknown,no
30,admin.,married,tertiary,cellular,15,may,208.0,3,unknown,no
35,,married,secondary,cellular,15,may,162.0,2,failure,no
57,admin.,married,,cellular,15,may,166.0,3,unknown,no
40,,married,secondary,cellular,15,,53.0,3,unknown,no
26,student,single,,cellular,15,may,,11,other,no
34,admin.,single,secondary,cellular,15,may,22.0,8,failure,no
45,blue-collar,married,,telephone,15,may,258.0,3,unknown,no
44,blue-collar,single,primary,cellular,15,,71.0,3,failure,no
40,management,single,tertiary,cellular,15,may,,8,unknown,no
34,,married,primary,cellular,15,,93.0,3,unknown,no
34,,married,secondary,cellular,15,may,,4,failure,no
32,blue-collar,married,secondary,cellular,15,may,,2,failure,no
37,blue-collar,married,primary,cellular,15,,,3,failure,yes
46,services,married,secondary,cellular,15,may,,2,failure,no
30,self-employed,married,secondary,cellular,15,,187.0,3,unknown,no
36,,married,,cellular,15,may,200.0,3,failure,no
41,blue-collar,married,,cellular,15,may,432.0,3,,no
41,services,divorced,secondary,cellular,15,may,69.0,3,failure,no
45,services,single,secondary,cellular,15,may,25.0,5,failure,no
55,technician,divorced,tertiary,cellular,15,may,28.0,8,other,no
37,,divorced,,cellular,15,may,68.0,4,failure,no
34,,single,,cellular,15,may,109.0,3,unknown,no
25,,single,tertiary,cellular,15,may,117.0,2,,no
29,admin.,married,,cellular,15,may,1223.0,3,failure,no
38,,married,secondary,cellular,15,,136.0,3,failure,no
33,services,single,secondary,cellular,15,,101.0,2,unknown,no
40,,divorced,secondary,cellular,15,may,126.0,2,,no
43,blue-collar,married,primary,telephone,15,may,137.0,7,,no
39,,married,,telephone,15,,,6,unknown,no
23,,married,primary,cellular,15,may,,3,other,no
27,admin.,married,secondary,cellular,15,may,143.0,2,failure,no
55,blue-collar,married,primary,cellular,15,may,,6,unknown,no
29,,single,secondary,cellular,15,,,3,failure,no
40,admin.,single,,cellular,15,may,104.0,2,unknown,no
51,management,single,,cellular,15,may,415.0,4,failure,yes
46,blue-collar,married,primary,cellular,15,may,131.0,3,other,no
34,entrepreneur,married,secondary,cellular,15,may,339.0,4,unknown,no
39,blue-collar,married,secondary,cellular,15,may,15.0,9,unknown,no
34,services,divorced,secondary,cellular,15,may,1871.0,4,unknown,yes
50,self-employed,married,secondary,cellular,15,may,315.0,3,failure,no
45,blue-collar,married,primary,cellular,15,may,63.0,4,,no
35,,single,tertiary,cellular,15,,1068.0,3,unknown,yes
26,student,single,primary,cellular,15,may,58.0,3,,no
39,,single,secondary,cellular,15,may,,8,failure,no
42,blue-collar,married,primary,cellular,15,may,1326.0,6,,no
34,technician,married,tertiary,cellular,15,may,149.0,7,,no
33,blue-collar,single,primary,cellular,15,may,,10,,no
28,blue-collar,single,,cellular,15,may,,3,failure,no
29,management,single,,cellular,15,may,44.0,9,unknown,no
31,admin.,single,secondary,cellular,15,,376.0,2,unknown,no
44,management,single,,cellular,15,,,5,,no
47,services,married,secondary,cellular,15,,133.0,2,,no
26,self-employed,married,secondary,cellular,15,may,439.0,4,unknown,no
27,,single,tertiary,cellular,15,may,,2,failure,no
43,blue-collar,married,primary,cellular,15,,38.0,7,,no
59,,married,secondary,telephone,15,,73.0,4,unknown,no
56,,married,primary,telephone,15,,462.0,4,unknown,yes
26,blue-collar,single,secondary,cellular,15,may,504.0,2,unknown,no
28,,married,tertiary,cellular,15,may,104.0,3,unknown,no
34,services,married,,cellular,15,may,121.0,3,unknown,no
30,technician,married,secondary,cellular,15,may,49.0,2,,no
27,student,single,tertiary,cellular,15,may,258.0,2,other,no
33,technician,single,secondary,cellular,15,may,163.0,5,,no
42,,married,primary,telephone,15,,,6,unknown,no
33,,single,primary,cellular,15,,158.0,2,failure,no
33,blue-collar,married,secondary,cellular,15,,126.0,2,,no
32,self-employed,married,secondary,telephone,15,may,166.0,4,unknown,no
42,,married,tertiary,cellular,15,may,11.0,7,failure,no
33,,single,primary,cellular,15,may,,4,unknown,no
35,blue-collar,married,secondary,cellular,15,may,1313.0,7,failure,yes
35,management,married,tertiary,cellular,15,may,168.0,2,other,no
38,admin.,married,secondary,cellular,15,may,157.0,3,unknown,no
32,management,single,tertiary,cellular,15,may,,4,failure,yes
31,management,married,tertiary,cellular,15,may,,3,other,no
38,entrepreneur,married,secondary,cellular,15,may,57.0,11,other,no
24,blue-collar,single,secondary,cellular,15,,543.0,3,failure,no
32,,single,secondary,cellular,15,,,3,unknown,yes
33,,married,tertiary,cellular,18,may,55.0,2,unknown,no
37,blue-collar,married,secondary,cellular,18,,20.0,6,,no
33,,single,tertiary,cellular,18,may,59.0,2,unknown,no
60,management,divorced,tertiary,cellular,18,may,,6,unknown,no
38,,married,primary,telephone,18,may,,5,unknown,no
26,services,married,secondary,cellular,18,may,,4,unknown,no
32,,married,tertiary,cellular,18,,126.0,2,failure,no
54,blue-collar,married,secondary,cellular,18,may,,5,success,no
56,services,married,secondary,cellular,18,,27.0,6,unknown,no
38,technician,married,secondary,telephone,18,may,,7,,no
52,admin.,married,secondary,cellular,18,may,,4,unknown,no
38,management,divorced,tertiary,cellular,18,,157.0,7,failure,no
34,technician,married,tertiary,cellular,18,,722.0,4,unknown,yes
40,blue-collar,single,primary,cellular,18,may,68.0,2,,no
34,blue-collar,single,tertiary,cellular,18,may,17.0,5,,no
51,technician,married,secondary,cellular,18,may,9.0,4,,no
47,blue-collar,single,primary,cellular,18,may,,6,,no
57,,married,secondary,cellular,18,may,102.0,2,failure,no
22,services,single,secondary,cellular,18,,,3,,no
39,,married,secondary,cellular,18,may,1032.0,2,unknown,yes
28,blue-collar,single,secondary,cellular,18,may,523.0,2,,no
24,blue-collar,single,secondary,cellular,18,may,16.0,10,unknown,no
25,services,single,secondary,cellular,18,may,113.0,2,failure,no
59,blue-collar,married,secondary,cellular,18,,,5,unknown,no
37,blue-collar,married,secondary,cellular,18,may,,5,unknown,no
36,blue-collar,married,primary,cellular,18,may,,7,unknown,no
29,blue-collar,married,secondary,cellular,18,,536.0,2,failure,yes
29,services,single,secondary,cellular,18,,,4,other,no
28,admin.,single,,cellular,18,may,,6,unknown,no
35,blue-collar,married,secondary,cellular,18,may,28.0,6,unknown,no
48,services,divorced,secondary,cellular,18,may,11.0,10,unknown,no
29,technician,single,secondary,cellular,18,may,9.0,5,,no
37,housemaid,single,secondary,cellular,18,may,899.0,3,unknown,yes
35,,single,tertiary,cellular,18,may,17.0,8,other,no
28,admin.,married,secondary,cellular,18,may,11.0,14,unknown,no
37,,married,primary,telephone,18,,16.0,6,unknown,no
33,management,single,tertiary,cellular,18,may,473.0,3,unknown,yes
34,admin.,married,secondary,cellular,18,may,,4,,no
29,services,single,secondary,cellular,18,may,159.0,3,other,no
27,services,single,secondary,cellular,18,,,5,other,no
25,,married,secondary,cellular,18,may,177.0,4,unknown,no
47,technician,divorced,,cellular,18,may,17.0,6,unknown,no
28,technician,single,,cellular,18,,359.0,5,,no
54,blue-collar,divorced,secondary,cellular,18,may,9.0,11,other,no
54,management,divorced,tertiary,telephone,18,may,17.0,11,unknown,no
37,blue-collar,single,,cellular,18,may,11.0,8,unknown,no
23,,single,primary,cellular,18,may,70.0,3,,no
34,,married,,cellular,18,may,160.0,2,unknown,no
49,blue-collar,married,,telephone,18,may,19.0,5,failure,no
26,admin.,single,,cellular,18,may,19.0,4,other,no
54,,divorced,primary,telephone,18,may,193.0,4,,no
30,blue-collar,married,secondary,cellular,18,may,,2,,no
32,,married,,cellular,18,may,,4,,no
27,admin.,married,,cellular,18,may,157.0,5,unknown,no
37,blue-collar,divorced,secondary,telephone,18,may,73.0,6,unknown,no
33,blue-collar,married,,cellular,18,,18.0,5,failure,no
35,blue-collar,married,primary,cellular,18,,126.0,2,other,no
28,blue-collar,single,,telephone,18,,26.0,5,,no
30,management,married,tertiary,cellular,18,may,97.0,2,failure,no
48,blue-collar,married,primary,cellular,18,may,,6,unknown,no
44,,married,secondary,cellular,18,may,,3,,no
34,blue-collar,married,,cellular,18,may,59.0,2,,no
29,services,single,,cellular,18,may,,5,,no
30,,single,,cellular,18,may,16.0,6,other,no
38,technician,divorced,,cellular,18,,22.0,6,failure,no
31,blue-collar,single,secondary,cellular,18,may,44.0,8,unknown,no
32,services,married,secondary,cellular,18,may,44.0,4,unknown,no
32,blue-collar,married,,cellular,18,may,24.0,2,other,no
33,,married,,cellular,18,may,16.0,6,other,no
35,blue-collar,married,secondary,cellular,18,,7.0,7,failure,no
30,services,single,secondary,cellular,18,may,,6,failure,no
31,blue-collar,married,primary,cellular,18,may,239.0,6,unknown,no
44,,married,secondary,cellular,18,may,27.0,7,,no
57,,married,,cellular,18,may,14.0,4,,no
23,entrepreneur,single,secondary,cellular,18,may,77.0,3,,no
28,technician,married,,telephone,18,may,21.0,7,unknown,no
31,,divorced,secondary,cellular,18,may,17.0,7,,no
37,,single,secondary,cellular,18,may,15.0,9,unknown,no
48,blue-collar,married,secondary,cellular,18,may,30.0,7,unknown,no
31,services,divorced,,cellular,18,may,13.0,8,unknown,no
31,,single,secondary,cellular,18,,236.0,3,failure,no
40,admin.,single,secondary,cellular,18,may,906.0,2,,yes
40,services,married,secondary,cellular,18,,201.0,2,other,no
23,,married,tertiary,cellular,18,may,259.0,2,unknown,no
23,blue-collar,single,secondary,cellular,18,may,,1,,no
32,blue-collar,married,tertiary,cellular,18,may,90.0,1,unknown,no
36,admin.,single,secondary,cellular,18,may,264.0,1,success,no
24,,single,primary,telephone,18,,51.0,1,unknown,no
24,technician,single,secondary,cellular,18,may,50.0,1,other,no
32,technician,single,secondary,cellular,18,may,35.0,6,unknown,no
30,technician,married,secondary,cellular,18,may,,4,unknown,no
54,,divorced,primary,cellular,18,may,,7,failure,no
29,blue-collar,married,,cellular,18,,164.0,1,failure,no
27,admin.,single,,cellular,18,may,,5,unknown,no
33,technician,married,secondary,cellular,18,may,380.0,1,unknown,no
36,,single,tertiary,cellular,18,may,,2,success,no
28,student,single,secondary,cellular,18,may,33.0,2,other,no
35,management,single,,cellular,18,may,30.0,5,,no
31,,married,primary,cellular,18,may,75.0,4,unknown,no
23,services,single,,cellular,18,,557.0,1,unknown,no
23,admin.,married,secondary,cellular,18,may,108.0,1,unknown,no
24,,single,secondary,cellular,18,,108.0,1,,no
28,,married,primary,telephone,18,may,,1,unknown,no
34,blue-collar,single,primary,cellular,18,may,173.0,1,,no
31,admin.,single,secondary,cellular,18,,,1,failure,no
28,services,single,secondary,cellular,18,may,97.0,1,failure,no
32,management,married,tertiary,telephone,18,,87.0,6,failure,no
50,,married,tertiary,cellular,18,may,47.0,4,,no
24,technician,single,secondary,cellular,18,may,333.0,1,unknown,no
27,management,single,tertiary,cellular,18,may,311.0,1,unknown,no
33,services,married,secondary,cellular,18,may,55.0,1,unknown,no
22,services,single,secondary,cellular,18,may,,1,unknown,yes
34,blue-collar,married,primary,cellular,18,may,134.0,1,failure,no
32,,single,,cellular,18,may,125.0,1,,no
32,management,single,tertiary,cellular,18,may,213.0,1,failure,no
32,,single,secondary,cellular,18,may,192.0,1,failure,no
36,management,single,,cellular,18,may,,1,unknown,no
33,management,single,tertiary,cellular,18,may,57.0,1,,no
43,,married,primary,cellular,18,may,16.0,6,failure,no
26,blue-collar,single,secondary,cellular,18,may,16.0,1,other,no
24,services,single,secondary,cellular,18,may,245.0,1,unknown,no
41,,married,,cellular,18,,,1,unknown,no
32,technician,single,,cellular,18,may,442.0,1,failure,yes
32,self-employed,married,secondary,cellular,18,may,158.0,1,failure,no
31,technician,single,secondary,cellular,18,may,410.0,1,,no
26,technician,single,secondary,cellular,18,,,1,unknown,no
35,blue-collar,married,,cellular,18,,,1,unknown,no
25,admin.,single,secondary,cellular,18,,217.0,1,failure,no
30,admin.,single,secondary,cellular,18,may,298.0,1,failure,no
37,,single,secondary,cellular,18,may,,1,unknown,no
27,services,married,,cellular,18,,97.0,1,,no
33,,married,,cellular,18,may,278.0,1,,no
36,entrepreneur,married,,cellular,18,may,,7,failure,no
29,,single,secondary,cellular,18,may,166.0,1,other,no
41,services,married,primary,cellular,18,,,1,failure,no
56,,divorced,tertiary,telephone,18,may,325.0,1,unknown,no
33,admin.,single,,cellular,18,may,827.0,1,unknown,yes
32,services,single,tertiary,cellular,18,,166.0,2,,no
33,,married,tertiary,cellular,18,may,97.0,1,failure,no
30,technician,single,secondary,cellular,18,may,74.0,1,unknown,no
33,blue-collar,married,,cellular,18,,15.0,9,failure,no
35,blue-collar,married,primary,cellular,18,may,,1,,no
33,blue-collar,married,secondary,cellular,18,may,,3,other,no
26,management,single,,cellular,18,may,216.0,1,,no
48,management,single,tertiary,cellular,18,may,,1,other,no
31,blue-collar,married,primary,cellular,18,,288.0,1,unknown,no
27,,single,primary,cellular,18,may,220.0,1,failure,no
43,blue-collar,married,secondary,cellular,18,may,,1,,no
26,student,single,,cellular,18,may,,5,unknown,no
37,,divorced,unknown,cellular,18,,200.0,1,unknown,no
31,technician,married,,telephone,18,may,,1,unknown,no
28,management,single,,cellular,18,,169.0,1,unknown,no
31,management,single,tertiary,cellular,18,may,,1,failure,no
32,admin.,single,,cellular,18,,88.0,1,,no
33,admin.,single,secondary,cellular,18,may,185.0,1,unknown,no
24,,single,secondary,cellular,18,may,,1,unknown,no
29,,married,secondary,cellular,18,may,903.0,4,unknown,yes
43,,single,,telephone,18,may,,9,,no
34,self-employed,single,secondary,cellular,18,,155.0,1,unknown,no
40,blue-collar,married,primary,cellular,18,may,205.0,1,,no
23,student,single,secondary,cellular,18,may,68.0,1,,no
35,blue-collar,married,,cellular,18,,,5,other,no
44,management,divorced,,cellular,18,,114.0,1,unknown,no
37,admin.,divorced,secondary,cellular,18,may,297.0,1,unknown,no
53,services,single,,cellular,18,may,,1,failure,no
43,entrepreneur,married,secondary,cellular,18,may,1126.0,1,,no
33,admin.,single,secondary,cellular,18,may,186.0,1,,no
29,technician,single,secondary,cellular,18,may,,1,unknown,no
42,,single,unknown,cellular,18,may,10.0,6,failure,no
23,,single,,cellular,18,may,222.0,1,unknown,no
44,entrepreneur,married,,cellular,18,may,284.0,3,,no
29,,single,,cellular,18,,119.0,1,,no
40,entrepreneur,married,,cellular,18,may,261.0,1,failure,no
29,,married,,cellular,18,,113.0,1,unknown,no
32,,single,,cellular,18,may,,1,unknown,no
33,management,married,secondary,cellular,18,,11.0,5,unknown,no
58,blue-collar,married,secondary,cellular,18,,42.0,1,unknown,no
44,blue-collar,single,primary,cellular,18,may,19.0,7,unknown,no
27,blue-collar,married,secondary,cellular,18,,110.0,1,other,no
29,technician,single,,cellular,18,,1340.0,1,unknown,yes
42,blue-collar,married,,cellular,18,may,110.0,1,,no
25,blue-collar,single,secondary,cellular,18,may,455.0,1,,no
31,blue-collar,married,,cellular,18,may,,1,unknown,no
27,management,single,,cellular,18,may,,2,failure,no
26,self-employed,single,tertiary,cellular,18,may,245.0,1,unknown,no
33,blue-collar,single,secondary,cellular,18,may,268.0,2,,no
37,blue-collar,married,,cellular,18,may,108.0,2,failure,no
27,,single,primary,cellular,18,may,,1,unknown,no
24,blue-collar,single,,cellular,18,may,487.0,1,unknown,yes
31,management,single,,cellular,18,may,309.0,1,unknown,yes
29,admin.,single,secondary,cellular,18,may,18.0,4,,no
24,,single,secondary,cellular,18,may,250.0,1,unknown,no
32,,single,secondary,cellular,18,may,,1,unknown,no
31,blue-collar,single,secondary,cellular,18,may,666.0,1,success,yes
28,admin.,single,secondary,cellular,18,may,2301.0,1,,yes
32,,single,tertiary,cellular,18,may,618.0,1,,yes
41,,divorced,,cellular,18,may,115.0,1,failure,no
38,,single,primary,cellular,18,may,169.0,1,,no
30,technician,married,secondary,cellular,18,,176.0,1,,no
24,admin.,single,secondary,cellular,18,may,,1,unknown,no
25,,married,secondary,cellular,18,may,119.0,1,unknown,no
24,,single,secondary,cellular,18,,,1,other,yes
31,,married,,cellular,18,may,295.0,1,unknown,no
29,housemaid,married,tertiary,cellular,18,may,,1,unknown,no
27,technician,married,secondary,cellular,18,may,,1,failure,no
43,blue-collar,married,,cellular,18,,33.0,5,other,no
30,,single,,telephone,18,may,,4,other,no
41,blue-collar,divorced,primary,cellular,18,,176.0,1,unknown,no
44,admin.,married,secondary,cellular,18,may,136.0,1,unknown,no
44,,married,primary,cellular,18,may,41.0,1,unknown,no
36,management,single,tertiary,cellular,18,may,40.0,1,failure,no
31,,married,tertiary,cellular,18,may,34.0,6,,no
26,blue-collar,married,secondary,cellular,18,,252.0,4,,no
26,,single,secondary,cellular,18,may,156.0,1,failure,no
33,blue-collar,married,primary,cellular,18,,126.0,1,,no
47,,married,secondary,cellular,18,may,55.0,1,unknown,no
57,admin.,married,secondary,cellular,18,may,603.0,1,,yes
32,,single,secondary,cellular,18,may,114.0,1,unknown,no
29,technician,single,secondary,cellular,18,,134.0,1,unknown,no
30,,single,secondary,cellular,18,may,98.0,1,failure,no
44,blue-collar,married,secondary,cellular,18,may,18.0,5,other,no
23,services,single,secondary,cellular,18,may,302.0,1,unknown,no
27,,single,secondary,cellular,18,may,351.0,1,,yes
31,admin.,single,tertiary,cellular,18,may,158.0,1,unknown,no
30,services,single,,cellular,18,may,,1,unknown,no
28,admin.,single,,cellular,18,may,379.0,1,unknown,no
28,services,single,,cellular,18,,,1,unknown,no
32,,single,tertiary,cellular,18,may,357.0,1,,yes
40,blue-collar,married,unknown,cellular,18,may,77.0,3,unknown,no
28,blue-collar,single,secondary,cellular,18,,632.0,1,unknown,no
36,,married,primary,cellular,18,,9.0,1,,no
36,services,divorced,tertiary,cellular,18,may,,1,other,no
29,admin.,married,secondary,cellular,18,,,1,unknown,no
36,,married,secondary,cellular,18,may,148.0,1,unknown,no
34,,married,primary,cellular,18,may,98.0,5,unknown,no
23,,single,,cellular,18,,,1,failure,yes
39,blue-collar,married,secondary,cellular,18,may,13.0,4,other,no
33,blue-collar,married,primary,cellular,18,,18.0,4,unknown,no
32,management,single,tertiary,cellular,18,may,,1,unknown,no
33,technician,single,tertiary,cellular,18,,8.0,11,unknown,no
34,entrepreneur,married,,telephone,18,may,57.0,6,unknown,no
32,services,married,secondary,cellular,18,may,93.0,1,failure,no
30,blue-collar,single,secondary,cellular,18,may,420.0,2,unknown,yes
35,technician,married,secondary,cellular,18,may,132.0,1,failure,no
53,blue-collar,divorced,,cellular,18,,34.0,1,,no
29,admin.,single,,cellular,18,,261.0,1,unknown,no
33,services,single,secondary,cellular,18,may,133.0,2,,no
27,,married,tertiary,cellular,18,may,398.0,1,failure,no
25,technician,single,secondary,cellular,18,may,287.0,1,unknown,no
29,technician,married,secondary,cellular,18,,208.0,1,unknown,no
27,admin.,single,secondary,cellular,18,,179.0,1,unknown,no
23,blue-collar,single,secondary,cellular,18,may,434.0,1,unknown,no
38,entrepreneur,single,tertiary,cellular,18,may,119.0,4,,no
30,management,single,tertiary,cellular,18,may,,1,unknown,no
35,self-employed,single,,cellular,18,may,,1,,no
29,management,married,tertiary,cellular,18,may,,1,,no
31,admin.,single,secondary,cellular,18,,290.0,2,failure,no
29,admin.,single,,cellular,18,,191.0,2,success,no
42,blue-collar,single,primary,cellular,18,,53.0,1,,no
29,admin.,married,,cellular,18,may,44.0,1,,no
